,title,author_name,book_id,url,is_ebook,is_eng,num_pages,publication_year,publication_month,publication_day,average_rating,to_read,ratings_count,text_reviews_count,author_average_rating,author_ratings_count,author_text_reviews_count
1089,Federico García Lorca: Poeta en Nueva York,Federico Garcia Lorca,166652,https://www.goodreads.com/book/show/166652.Federico_Garc_a_Lorca,0,0,74.0,1990.0,12.0,1.0,4.19,291,95,5,3.98,51036,2144
1091,Collected Poems,Federico Garcia Lorca,528578,https://www.goodreads.com/book/show/528578.Collected_Poems,0,0,1056.0,2002.0,8.0,1.0,4.47,702,197,13,3.98,51036,2144
1092,In Search of Duende,Federico Garcia Lorca,7420326,https://www.goodreads.com/book/show/7420326-in-search-of-duende,0,1,113.0,2010.0,3.0,30.0,4.3,110,80,9,3.98,51036,2144
1094,Romancero gitano. Poeta en Nueva York,Federico Garcia Lorca,166651,https://www.goodreads.com/book/show/166651.Romancero_gitano_Poeta_en_Nueva_York,0,0,127.0,2001.0,11.0,1.0,4.18,570,9,2,3.98,51036,2144
1100,Romancero Gitano by Federico Garcia Lorca,Federico Garcia Lorca,3450204,https://www.goodreads.com/book/show/3450204-romancero-gitano-by-federico-garcia-lorca,0,0,160.0,2008.0,4.0,15.0,4.18,572,128,4,3.98,51036,2144
1101,Romancero gitano,Federico Garcia Lorca,28812454,https://www.goodreads.com/book/show/28812454-romancero-gitano,0,0,144.0,2016.0,2.0,2.0,4.18,572,12,3,3.98,51036,2144
1113,Selected Verse,Federico Garcia Lorca,22994,https://www.goodreads.com/book/show/22994.Selected_Verse,0,1,432.0,2004.0,6.0,9.0,4.44,122,153,10,3.98,51036,2144
1115,Blood Wedding and Yerma,Federico Garcia Lorca,22991,https://www.goodreads.com/book/show/22991.Blood_Wedding_and_Yerma,0,1,160.0,1994.0,5.0,1.0,3.83,400,702,26,3.98,51036,2144
1116,Collected Poems,Federico Garcia Lorca,22990,https://www.goodreads.com/book/show/22990.Collected_Poems,0,0,960.0,2002.0,8.0,12.0,4.47,703,2424,40,3.98,51036,2144
1127,Selected Verse: A Bilingual Edition,Federico Garcia Lorca,297076,https://www.goodreads.com/book/show/297076.Selected_Verse,0,0,343.0,1996.0,1.0,31.0,4.44,122,52,6,3.98,51036,2144
1129,Lorca: Blood Wedding,Federico Garcia Lorca,172461,https://www.goodreads.com/book/show/172461.Lorca,0,0,160.0,2009.0,6.0,1.0,3.81,2407,64,1,3.98,51036,2144
1133,Poet in New York: A Bilingual Edition,Federico Garcia Lorca,1612887,https://www.goodreads.com/book/show/1612887.Poet_in_New_York,0,0,288.0,2007.0,12.0,21.0,4.19,293,121,14,3.98,51036,2144
1135,"Federico Garcia Lorca, Antologia Completa",Federico Garcia Lorca,22802154,https://www.goodreads.com/book/show/22802154-federico-garcia-lorca-antologia-completa,0,0,528.0,2014.0,5.0,24.0,4.05,91,3,1,3.98,51036,2144
1136,وداعا ياغرناطة,Federico Garcia Lorca,10984753,https://www.goodreads.com/book/show/10984753,0,0,133.0,1997.0,1.0,1.0,3.89,67,9,3,3.98,51036,2144
1145,Poet in New York,Federico Garcia Lorca,162485,https://www.goodreads.com/book/show/162485.Poet_in_New_York,0,1,276.0,2002.0,1.0,31.0,4.19,293,77,7,3.98,51036,2144
1147,شاعر في نيويورك,Federico Garcia Lorca,18141750,https://www.goodreads.com/book/show/18141750,0,0,204.0,2010.0,1.0,1.0,4.19,293,6,2,3.98,51036,2144
1153,Lorca: Selected Poems,Federico Garcia Lorca,6400311,https://www.goodreads.com/book/show/6400311-lorca,0,0,192.0,2010.0,6.0,1.0,4.32,408,19,3,3.98,51036,2144
1157,Poet in New York: Bilingual Edition,Federico Garcia Lorca,15793649,https://www.goodreads.com/book/show/15793649-poet-in-new-york,0,0,320.0,2013.0,4.0,9.0,4.19,293,29,3,3.98,51036,2144
1160,Bodas de sangre,Federico Garcia Lorca,28380587,https://www.goodreads.com/book/show/28380587-bodas-de-sangre,0,0,75.0,2015.0,12.0,15.0,3.81,2407,5,1,3.98,51036,2144
1161,Blood Wedding,Federico Garcia Lorca,1853431,https://www.goodreads.com/book/show/1853431.Blood_Wedding,0,0,160.0,2006.0,11.0,15.0,3.81,2407,29,3,3.98,51036,2144
1167,Selected Poems,Federico Garcia Lorca,6511112,https://www.goodreads.com/book/show/6511112-selected-poems,0,0,192.0,2009.0,5.0,1.0,4.32,408,72,9,3.98,51036,2144
1174,Poeta En Nueva York,Federico Garcia Lorca,65182,https://www.goodreads.com/book/show/65182.Poeta_En_Nueva_York,0,0,184.0,1992.0,6.0,1.0,4.19,293,37,3,3.98,51036,2144
1179,Rubaiyat of Omar Khayyam,Omar Khayyam,131421,https://www.goodreads.com/book/show/131421.Rubaiyat_of_Omar_Khayyam,0,0,128.0,1983.0,8.0,15.0,4.18,90,121,9,4.1,29593,1610
1183,The Ruba'iyat of Omar Khayyam,Omar Khayyam,245821,https://www.goodreads.com/book/show/245821.The_Ruba_iyat_of_Omar_Khayyam,0,1,128.0,1981.0,11.0,19.0,4.18,90,80,9,4.1,29593,1610
1188,Rubáiyát Of Omar Khayyám,Omar Khayyam,7774416,https://www.goodreads.com/book/show/7774416-rub-iy-t-of-omar-khayy-m,0,0,240.0,2010.0,7.0,1.0,4.18,90,27,2,4.1,29593,1610
1194,The Ruba'iyat of Omar Khayyam,Omar Khayyam,1028019,https://www.goodreads.com/book/show/1028019.The_Ruba_iyat_of_Omar_Khayyam,0,0,116.0,1981.0,9.0,17.0,4.18,90,202,28,4.1,29593,1610
1199,Rubaiyat Of Omar Khayyam/Persi,Omar Khayyam,1833656,https://www.goodreads.com/book/show/1833656.Rubaiyat_Of_Omar_Khayyam_Persi,0,0,124.0,1988.0,12.0,12.0,4.18,90,4,2,4.1,29593,1610
1204,Rubaiyat of Omar Khayyam: A Critical Edition,Omar Khayyam,2565907,https://www.goodreads.com/book/show/2565907-rubaiyat-of-omar-khayyam,0,0,258.0,2008.0,5.0,20.0,4.18,90,5,2,4.1,29593,1610
1205,Rubiyat Of Omar Khayyam (Chatham River Press Raders Bookshelf),Omar Khayyam,1121868,https://www.goodreads.com/book/show/1121868.Rubiyat_Of_Omar_Khayyam,0,0,70.0,1986.0,11.0,11.0,4.18,90,54,5,4.1,29593,1610
1212,Rubaiyat of Omar Khayyam,Omar Khayyam,86560,https://www.goodreads.com/book/show/86560.Rubaiyat_of_Omar_Khayyam,0,1,52.0,2005.0,6.0,30.0,4.18,90,3137,177,4.1,29593,1610
1213,Rubaiyat,Omar Khayyam,86561,https://www.goodreads.com/book/show/86561.Rubaiyat,0,1,64.0,1999.0,3.0,25.0,4.18,90,16,3,4.1,29593,1610
1214,Wine of the Mystic: The Rubaiyat of Omar Khayyam: A Spiritual Interpretation,Omar Khayyam,86562,https://www.goodreads.com/book/show/86562.Wine_of_the_Mystic,0,1,226.0,1996.0,6.0,1.0,4.3,248,163,10,4.1,29593,1610
1218,The Rubaiyat of Omar Khayyam,Omar Khayyam,26073055,https://www.goodreads.com/book/show/26073055-the-rubaiyat-of-omar-khayyam,0,0,144.0,2016.0,6.0,14.0,4.18,90,35,4,4.1,29593,1610
1219,Ruba'iyat of Omar Khayyam,Omar Khayyam,2196472,https://www.goodreads.com/book/show/2196472.Ruba_iyat_of_Omar_Khayyam,0,0,112.0,1989.0,6.0,6.0,4.18,90,5,2,4.1,29593,1610
1222,The Rubaiyat of Omar Khayyam,Omar Khayyam,13032370,https://www.goodreads.com/book/show/13032370-the-rubaiyat-of-omar-khayyam,0,0,240.0,2010.0,8.0,31.0,4.18,90,65,2,4.1,29593,1610
1230,Rubaiyat of Omar Khayyam,Omar Khayyam,6356507,https://www.goodreads.com/book/show/6356507-rubaiyat-of-omar-khayyam,0,1,167.0,2009.0,3.0,1.0,4.18,90,63,7,4.1,29593,1610
1234,Rubaʾiyat Of Omar Khayyam,Omar Khayyam,1215886,https://www.goodreads.com/book/show/1215886.Ruba_iyat_Of_Omar_Khayyam,0,0,277.0,1991.0,12.0,31.0,4.18,90,2,1,4.1,29593,1610
1245,Les Quatrains D'Omar Khayyam,Omar Khayyam,6677262,https://www.goodreads.com/book/show/6677262-les-quatrains-d-omar-khayyam,0,0,160.0,2005.0,6.0,1.0,4.18,92,11,3,4.1,29593,1610
1249,رباعيات خيام,Omar Khayyam,11313436,https://www.goodreads.com/book/show/11313436,1,0,128.0,2011.0,3.0,30.0,4.18,92,224,10,4.1,29593,1610
1251,The Rubaiyat of Omar Khayyam,Omar Khayyam,7942488,https://www.goodreads.com/book/show/7942488-the-rubaiyat-of-omar-khayyam,0,0,128.0,2010.0,5.0,1.0,4.18,92,7,2,4.1,29593,1610
1253,The Rubáiyát of Omar Khayyám,Omar Khayyam,9325220,https://www.goodreads.com/book/show/9325220-the-rub-iy-t-of-omar-khayy-m,0,0,90.0,2010.0,8.0,31.0,4.18,92,1,1,4.1,29593,1610
1254,"The Rubaiyat of Omar Khayyam, First, Second and Fifth Editions",Omar Khayyam,405765,https://www.goodreads.com/book/show/405765.The_Rubaiyat_of_Omar_Khayyam_First_Second_and_Fifth_Editions,0,0,108.0,2005.0,11.0,30.0,4.18,92,20,7,4.1,29593,1610
1257,The Rubáiyát of Omar Khayyám,Omar Khayyam,752990,https://www.goodreads.com/book/show/752990.The_Rub_iy_t_of_Omar_Khayy_m,0,0,64.0,2011.0,11.0,2.0,4.18,92,162,21,4.1,29593,1610
1260,Robaiyyat,Omar Khayyam,65052,https://www.goodreads.com/book/show/65052.Robaiyyat,0,0,182.0,1998.0,1.0,1.0,4.18,92,17,5,4.1,29593,1610
1262,The Quatrains of Omar Khayyam: Three Translations of the Rubaiyat,Omar Khayyam,165101,https://www.goodreads.com/book/show/165101.The_Quatrains_of_Omar_Khayyam,0,0,212.0,2005.0,7.0,2.0,4.18,92,39,6,4.1,29593,1610
1270,Ruba'iyat of Omar Khayyam,Omar Khayyam,137373,https://www.goodreads.com/book/show/137373.Ruba_iyat_of_Omar_Khayyam,0,1,277.0,2001.0,10.0,1.0,4.18,92,6,2,4.1,29593,1610
1271,The Rubáiyát of Omar Khayyám,Omar Khayyam,869714,https://www.goodreads.com/book/show/869714.The_Rub_iy_t_of_Omar_Khayy_m,0,1,112.0,1993.0,8.0,1.0,4.18,92,81,10,4.1,29593,1610
1276,The Rubaiyat of Omar Khayyam,Omar Khayyam,7054650,https://www.goodreads.com/book/show/7054650-the-rubaiyat-of-omar-khayyam,0,0,111.0,2008.0,11.0,10.0,4.18,92,24,4,4.1,29593,1610
1277,The Rubaiyat of Omar Khayyam,Omar Khayyam,7054651,https://www.goodreads.com/book/show/7054651-the-rubaiyat-of-omar-khayyam,1,1,160.0,2009.0,9.0,1.0,4.18,92,14,2,4.1,29593,1610
1292,Mr. Either/Or,Aaron Poochigian,34381389,https://www.goodreads.com/book/show/34381389-mr-either-or,0,0,184.0,2017.0,10.0,10.0,4.53,337,30,20,4.1,412,68
1293,The Cosmic Purr,Aaron Poochigian,13617243,https://www.goodreads.com/book/show/13617243-the-cosmic-purr,0,1,80.0,2012.0,2.0,29.0,4.2,6,15,5,4.1,412,68
1297,What I Remember from My Time on Earth,Patricia Young,3816201,https://www.goodreads.com/book/show/3816201-what-i-remember-from-my-time-on-earth,0,0,80.0,1997.0,5.0,1.0,3.86,6,7,6,3.98,101,21
1298,All I Ever Needed Was a Beautiful Room,Patricia Young,2230540,https://www.goodreads.com/book/show/2230540.All_I_Ever_Needed_Was_a_Beautiful_Room,0,0,72.0,1987.0,1.0,1.0,3.33,4,3,1,3.98,101,21
1299,More Watery Still,Patricia Young,4957664,https://www.goodreads.com/book/show/4957664-more-watery-still,0,0,96.0,1997.0,10.0,1.0,4.25,4,4,2,3.98,101,21
1300,Summertime Swamp-Love,Patricia Young,19537544,https://www.goodreads.com/book/show/19537544-summertime-swamp-love,0,1,80.0,2014.0,4.0,15.0,4.43,6,7,3,3.98,101,21
1301,Here Come the Moonbathers,Patricia Young,3213630,https://www.goodreads.com/book/show/3213630-here-come-the-moonbathers,0,0,80.0,2008.0,5.0,30.0,4.4,5,9,2,3.98,101,21
1302,100 Poems to Lift Your Spirits,Leslie Pockell,1388854,https://www.goodreads.com/book/show/1388854.100_Poems_to_Lift_Your_Spirits,0,0,210.0,2008.0,3.0,14.0,3.89,27,38,7,3.69,916,154
1303,100 Great Poems for Boys,Leslie Pockell,11240752,https://www.goodreads.com/book/show/11240752-100-great-poems-for-boys,0,0,256.0,2011.0,4.0,4.0,3.35,26,31,15,3.69,916,154
1306,The 100 Best Love Poems of All Time,Leslie Pockell,211511,https://www.goodreads.com/book/show/211511.The_100_Best_Love_Poems_of_All_Time,0,0,144.0,2003.0,1.0,1.0,3.64,77,162,19,3.69,916,154
1307,The 100 Best Poems of All Time,Leslie Pockell,620730,https://www.goodreads.com/book/show/620730.The_100_Best_Poems_of_All_Time,0,0,208.0,2001.0,3.0,1.0,3.69,266,345,51,3.69,916,154
1312,Narrow Road to the Interior,Basho Matsuo,170370,https://www.goodreads.com/book/show/170370.Narrow_Road_to_the_Interior,0,0,136.0,2006.0,11.0,14.0,4.15,296,43,12,4.17,7688,723
1313,Moon Woke Me Up Nine Times: Selected Haiku of Basho,Basho Matsuo,16085308,https://www.goodreads.com/book/show/16085308-moon-woke-me-up-nine-times,1,1,128.0,2013.0,4.0,2.0,4.41,127,2,1,4.17,7688,723
1317,The Narrow Road to Oku,Basho Matsuo,241308,https://www.goodreads.com/book/show/241308.The_Narrow_Road_to_Oku,0,0,188.0,1997.0,4.0,15.0,4.15,176,115,10,4.17,7688,723
1318,Basho's Narrow Road: Spring and Autumn Passages,Basho Matsuo,17946170,https://www.goodreads.com/book/show/17946170-basho-s-narrow-road,1,1,192.0,2013.0,6.0,15.0,3.9,69,1,1,4.17,7688,723
1319,Moon Woke Me Up Nine Times: Selected Haiku of Basho,Basho Matsuo,16071739,https://www.goodreads.com/book/show/16071739-moon-woke-me-up-nine-times,0,1,106.0,2013.0,4.0,2.0,4.41,127,86,16,4.17,7688,723
1322,Backroads to Far Towns: Basho's Travel Journal,Basho Matsuo,174407,https://www.goodreads.com/book/show/174407.Backroads_to_Far_Towns,0,0,128.0,2004.0,10.0,1.0,4.15,176,34,7,4.17,7688,723
1325,A Zen Wave: Basho's Haiku and Zen,Basho Matsuo,162476,https://www.goodreads.com/book/show/162476.A_Zen_Wave,0,0,192.0,2003.0,10.0,1.0,4.16,71,85,8,4.17,7688,723
1327,Basho: The Complete Haiku,Basho Matsuo,18266826,https://www.goodreads.com/book/show/18266826-basho,0,0,432.0,2013.0,9.0,13.0,4.43,687,12,1,4.17,7688,723
1329,Haiku Harvest (Japanese Haiku Series IV),Basho Matsuo,1164399,https://www.goodreads.com/book/show/1164399.Haiku_Harvest,0,0,61.0,1962.0,6.0,1.0,4.11,37,56,10,4.17,7688,723
1332,Basho: The Complete Haiku,Basho Matsuo,2183600,https://www.goodreads.com/book/show/2183600.Basho,0,1,431.0,2008.0,5.0,1.0,4.43,687,535,42,4.17,7688,723
1337,The Essential Basho,Basho Matsuo,405254,https://www.goodreads.com/book/show/405254.The_Essential_Basho,0,0,184.0,1999.0,3.0,30.0,4.31,130,134,11,4.17,7688,723
1341,Bashō's Haiku: Selected Poems,Basho Matsuo,175628,https://www.goodreads.com/book/show/175628.Bash_s_Haiku,0,0,346.0,2004.0,8.0,24.0,4.26,168,97,13,4.17,7688,723
1343,"Haiku Journey, Basho's Narrow Road to a Far Province",Basho Matsuo,1100543,https://www.goodreads.com/book/show/1100543.Haiku_Journey_Basho_s_Narrow_Road_to_a_Far_Province,0,0,124.0,1980.0,9.0,1.0,4.15,179,56,4,4.17,7688,723
1344,Lips Too Chilled,Basho Matsuo,24874352,https://www.goodreads.com/book/show/24874352-lips-too-chilled,0,1,64.0,2015.0,2.0,26.0,3.57,374,413,60,4.17,7688,723
1346,Basho's Journey: The Literary Prose of Matsuo Basho,Basho Matsuo,175622,https://www.goodreads.com/book/show/175622.Basho_s_Journey,0,0,210.0,2005.0,4.0,21.0,4.1,94,73,7,4.17,7688,723
1347,Narrow Road to the Interior: And Other Writings,Basho Matsuo,175624,https://www.goodreads.com/book/show/175624.Narrow_Road_to_the_Interior,0,0,224.0,2000.0,9.0,26.0,4.15,296,309,41,4.17,7688,723
1348,A Haiku Journey: Bashō's Narrow Road to a Far Province,Basho Matsuo,211576,https://www.goodreads.com/book/show/211576.A_Haiku_Journey,0,0,124.0,2002.0,3.0,1.0,4.15,179,33,4,4.17,7688,723
1349,Basho's Narrow Road: Spring and Autumn Passages,Basho Matsuo,153572,https://www.goodreads.com/book/show/153572.Basho_s_Narrow_Road,0,0,192.0,1998.0,7.0,1.0,3.9,69,83,5,4.17,7688,723
1350,At the Sea Floor Cafe: Odd Ocean Critter Poems,Leslie Bulion,9572160,https://www.goodreads.com/book/show/9572160-at-the-sea-floor-cafe,0,0,45.0,2011.0,4.0,1.0,3.64,20,41,20,3.58,332,143
1351,"Hey There, Stink Bug!",Leslie Bulion,659170,https://www.goodreads.com/book/show/659170.Hey_There_Stink_Bug_,0,0,48.0,2006.0,7.0,1.0,3.92,10,22,8,3.58,332,143
1352,Random Body Parts: Gross Anatomy Riddles in Verse,Leslie Bulion,23116069,https://www.goodreads.com/book/show/23116069-random-body-parts,0,0,48.0,2015.0,3.0,1.0,3.54,260,107,63,3.58,332,143
1353,Ants on the Melon: a Collection of Poems,Virginia Adair,1286592,https://www.goodreads.com/book/show/1286592.Ants_on_the_Melon,0,0,158.0,1999.0,8.0,31.0,4.02,40,71,10,3.91,124,20
1354,Ants on the Melon: A Collection of Poems,Virginia Adair,333171,https://www.goodreads.com/book/show/333171.Ants_on_the_Melon,0,0,176.0,1999.0,3.0,16.0,4.02,40,14,2,3.91,124,20
1355,Living on Fire: A Collection of Poems,Virginia Adair,1939805,https://www.goodreads.com/book/show/1939805.Living_on_Fire,0,0,144.0,2000.0,3.0,21.0,3.67,9,12,2,3.91,124,20
1356,Ants on the Melon: A Collection of Poems,Virginia Adair,10113653,https://www.goodreads.com/book/show/10113653-ants-on-the-melon,1,0,176.0,2009.0,11.0,4.0,4.02,40,6,1,3.91,124,20
1361,Selected Poems,Walt Whitman,752886,https://www.goodreads.com/book/show/752886.Selected_Poems,0,0,128.0,1991.0,5.0,1.0,4.1,78,1668,22,4.14,105750,3451
1364,The Portable Walt Whitman,Walt Whitman,45288,https://www.goodreads.com/book/show/45288.The_Portable_Walt_Whitman,0,0,570.0,2003.0,12.0,30.0,4.34,704,72,6,4.14,105750,3451
1367,Leaves of Grass and Other Writings,Walt Whitman,609155,https://www.goodreads.com/book/show/609155.Leaves_of_Grass_and_Other_Writings,0,1,919.0,2002.0,3.0,7.0,4.28,354,762,21,4.14,105750,3451
1368,When I Heard the Learn'd Astronomer,Walt Whitman,630740,https://www.goodreads.com/book/show/630740.When_I_Heard_the_Learn_d_Astronomer,0,1,32.0,2004.0,11.0,1.0,4.14,50,134,26,4.14,105750,3451
1371,Leaves of Grass,Walt Whitman,25918549,https://www.goodreads.com/book/show/25918549-leaves-of-grass,0,0,450.0,2015.0,1.0,20.0,4.13,1672,2,1,4.14,105750,3451
1373,Alone on the Beach at Night,Walt Whitman,24874344,https://www.goodreads.com/book/show/24874344-alone-on-the-beach-at-night,0,1,55.0,2015.0,2.0,26.0,3.2,414,454,57,4.14,105750,3451
1375,November Boughs,Walt Whitman,19484331,https://www.goodreads.com/book/show/19484331-november-boughs,0,0,160.0,2014.0,6.0,18.0,4.27,10,1,1,4.14,105750,3451
1376,Leaves of Grass,Walt Whitman,3181014,https://www.goodreads.com/book/show/3181014-leaves-of-grass,0,0,488.0,2001.0,5.0,1.0,4.13,1672,16,2,4.14,105750,3451
1378,Drum-Taps and Memoranda During the War,Walt Whitman,10334901,https://www.goodreads.com/book/show/10334901-drum-taps-and-memoranda-during-the-war,0,1,0.0,2011.0,3.0,15.0,3.8,12,20,5,4.14,105750,3451
1383,Out Of The Cradle Endlessly Rocking,Walt Whitman,5100950,https://www.goodreads.com/book/show/5100950-out-of-the-cradle-endlessly-rocking,0,0,150.0,1971.0,1.0,1.0,3.6,12,30,2,4.14,105750,3451
1386,Poetry for Kids: Walt Whitman,Walt Whitman,31934665,https://www.goodreads.com/book/show/31934665-poetry-for-kids,0,1,48.0,2017.0,5.0,1.0,3.89,23,17,14,4.14,105750,3451
1389,Leaves of Grass,Walt Whitman,6985547,https://www.goodreads.com/book/show/6985547-leaves-of-grass,1,0,624.0,2006.0,8.0,1.0,4.13,1672,8,4,4.14,105750,3451
1390,Leaves of Grass,Walt Whitman,1393779,https://www.goodreads.com/book/show/1393779.Leaves_of_Grass,0,0,528.0,2000.0,3.0,1.0,4.13,1672,57,4,4.14,105750,3451
1391,Specimen Days  Collect,Walt Whitman,145579,https://www.goodreads.com/book/show/145579.Specimen_Days_Collect,0,0,384.0,1995.0,8.0,15.0,4.21,157,35,4,4.14,105750,3451
1392,"Leaves of Grass: The ""Death-Bed"" Edition",Walt Whitman,722778,https://www.goodreads.com/book/show/722778.Leaves_of_Grass,0,0,736.0,1993.0,10.0,12.0,4.28,337,159,15,4.14,105750,3451
1395,Leaves of Grass,Walt Whitman,559038,https://www.goodreads.com/book/show/559038.Leaves_of_Grass,0,0,3.0,2007.0,3.0,1.0,4.13,1672,1,1,4.14,105750,3451
1396,Drum-Taps: The Complete 1865 Edition,Walt Whitman,22716551,https://www.goodreads.com/book/show/22716551-drum-taps,0,0,200.0,2015.0,4.0,7.0,4.15,60,38,6,4.14,105750,3451
1398,Song of Myself,Walt Whitman,1032719,https://www.goodreads.com/book/show/1032719.Song_of_Myself,0,0,113.0,1998.0,6.0,23.0,4.17,8151,34,3,4.14,105750,3451
1400,Whitman Illuminated: Song of Myself,Walt Whitman,18406788,https://www.goodreads.com/book/show/18406788-whitman-illuminated,0,0,256.0,2014.0,5.0,13.0,4.43,479,193,29,4.14,105750,3451
1405,Canto a mí mismo,Walt Whitman,2563567,https://www.goodreads.com/book/show/2563567-canto-a-m-mismo,0,0,128.0,2006.0,5.0,28.0,4.17,8156,96,13,4.14,105750,3451
1406,Leaves of Grass (Wisehouse Classics - Authentic Reproduction of the 1855 First Edition),Walt Whitman,29150702,https://www.goodreads.com/book/show/29150702-leaves-of-grass,1,0,110.0,2016.0,2.0,6.0,4.13,1672,3,1,4.14,105750,3451
1409,The Wound Dresser,Walt Whitman,7951527,https://www.goodreads.com/book/show/7951527-the-wound-dresser,0,0,214.0,2009.0,11.0,25.0,3.69,27,10,2,4.14,105750,3451
1411,Canto a mí mismo,Walt Whitman,1493266,https://www.goodreads.com/book/show/1493266.Canto_a_m_mismo,0,0,198.0,1944.0,1.0,1.0,4.17,8156,7,2,4.14,105750,3451
1412,Canto de mí mismo,Walt Whitman,1493267,https://www.goodreads.com/book/show/1493267.Canto_de_m_mismo,0,0,186.0,2009.0,11.0,1.0,4.17,8156,19,3,4.14,105750,3451
1414,Leaves of Grass,Walt Whitman,1385118,https://www.goodreads.com/book/show/1385118.Leaves_of_Grass,0,1,432.0,1954.0,9.0,1.0,4.13,1672,29,5,4.14,105750,3451
1416,The Poetry of Walt Whitman: An A+ Audio Study Guide,Walt Whitman,1048761,https://www.goodreads.com/book/show/1048761.The_Poetry_of_Walt_Whitman,0,0,0.0,2009.0,8.0,1.0,3.84,6,7,1,4.14,105750,3451
1419,The Portable Walt Whitman,Walt Whitman,120589,https://www.goodreads.com/book/show/120589.The_Portable_Walt_Whitman,0,0,648.0,1977.0,6.0,30.0,4.34,704,664,20,4.14,105750,3451
1421,Song of Myself,Walt Whitman,20531718,https://www.goodreads.com/book/show/20531718-song-of-myself,1,0,126.0,2012.0,3.0,2.0,4.17,8156,1,1,4.14,105750,3451
1422,The Complete Poems,Walt Whitman,607602,https://www.goodreads.com/book/show/607602.The_Complete_Poems,0,1,896.0,1977.0,7.0,28.0,4.26,3028,91,8,4.14,105750,3451
1427,Leaves of Grass,Walt Whitman,77760,https://www.goodreads.com/book/show/77760.Leaves_of_Grass,0,0,528.0,1983.0,6.0,1.0,4.13,1672,592,45,4.14,105750,3451
1430,"Leaves of Grass: First and ""Death-Bed"" Editions (Barnes & Noble Classics)",Walt Whitman,1080158,https://www.goodreads.com/book/show/1080158.Leaves_of_Grass,0,0,960.0,2004.0,12.0,25.0,4.09,1472,1587,26,4.14,105750,3451
1431,Leaves of Grass: The Original 1855 Edition: Bold-faced Thoughts on the Power and Pleasure of Self-expression,Walt Whitman,7170853,https://www.goodreads.com/book/show/7170853-leaves-of-grass,0,0,304.0,2010.0,6.0,1.0,4.13,1672,41,13,4.14,105750,3451
